Name,Location,Study Program,Sector,Affiliation,Rating
Roots Girls College Rawalpindi,"Roots Girls College, 83-Harley Street, Chaklala Cantt Rawalpindi",FSc Pre-Engineering Fsc Pre-Medical ICS FA General Science FA,Private,N/A,0*
"Govt. Institute of Commerce, Isakhel, Mianwali",Mianwali Banu Road Isakhel,ICom,Public,N/A,0*
RITE College Boys Peshawar,Peshawar Khyber Pakhtunkhwa,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,N/A,0*
Ashrafi College Karachi,"Rashid Minhas Road, Gulshan Chowrangi, Gulshan-e-Iqbal, Karachi",FA ICs Computer Science FSc Pre Engineering FSc Pre Medical ICom,N/A,Board of Intermediate Karachi,0*
Govt Sir Syed Inter College Katas Choa Saidan Shah Chakwal,Chakwal,FA Fsc Pre Medical FSc Pre-Engineering ICS,Public,N/A,4.5*
Sadiq Science College Rawalpindi,"96-B, Lane 3, Harley Street, Rawalpindi",FA FSc Pre-Engineering FSc Pre-Medical ICS ICom,N/A,N/A,0*
Govt Degree College For Women Yazman Bahawalpur,Govt Degree College For Women Yazman Bahawalpur,FA FSc Pre Engineering FSc Pre Medical FSc General Science,Public,N/A,0*
Govt Degree College Mangwal Chakwal,Chakwal,FA Fsc Pre-Engineering FSc Pre-Medical ICS,Public,N/A,0*
Government Degree College for Women Dullewala Bhakkar,Bhakkar,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Public,N/A,0*
Govt Degree College for Boys Bhera,"Saddique Abad Colony, Infront of Railway Station, Bhera, District Sargodha",FA ICS FSc Pre Engineering FSc Pre Medical ICom,Public,N/A,0*
Rise School of Accountancy Shiekhupura,"Civic Center, New Police Station A-Division Shiekhupura",ACCA,N/A,N/A,0*
"Indus School of Accountancy, Karachi","FL-4/18, Block-5, Gulshan-e-Iqbal, Near NIPA, Main Rashid Minhas Road, Karachi",Icom Dcom,N/A,N/A,0*
Govt Degree College Kakki Bannu,"Kakki,Latamber Bannu",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,N/A,0*
Govt College of Commerce Faisalabad Road Sargodha,Govt College of Commerce Faisalabad Road Sargodha,ICom,Public,N/A,0*
"Govt. Institute of Commerce (W), Gujrat",Jalalpur Jattan Road Gujrat,ICom,Public,N/A,0*
Islamia Girls Degree College Kohat,SHIMLA PAHARI KOHAT,FSc Pre Medical FSc Pre Engineering ICS ICom FA,Private,N/A,0*
Govt Institute of Commerce For Women Jhelum,Govt Institute of Commerce For Women Jhelum,Dcom IT,Public,N/A,0*
Stars Group of Colleges Multan,Opposite combination restaurant near Al-Hamra Bakery street #1 Peer Khursheed Colony Road Multan,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,N/A,0*
Stars Group of Colleges Sharaqpur,Bara Adda Jaranwala Road Sharaqpur Shareef,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,N/A,3.5*
Govt Degree College Ghoriwala Bannu,"Ghoriwala, Latamber Bannu",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,N/A,5*
Swedish Group of Technical Institute,"319-A, Shair Shah Road, Near Gilled Hotel, Multan",DAE Civil Technology DAE Electronics Technology DAE Electrical Technology DAE Chemical Technology DAE Mechanical Technology DAE Telecommunication Technology ,N/A,N/A,0*
Government G N Degree College For Women Nankana Sahib,Near T-H-Q Hospital Nankana Sahib,FA ICs Computer Science FSc Pre Engineering FSc Pre Medical,Public,N/A,0*
Fies Group of Schools and Colleges Islamabad,"FIES Group of Schools and Colleges, Near Athal Chowk, Main Murree Road, Bhara Kahu (F.A), Islamabad",FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Private,N/A,0*
Army Public School and College for Boys Rawalpindi,"Army Public School & College for Boys, Westridge III, Range Road, Rawalpindi",ICS Fsc Pre Medical FA ICom FSc Pre Engineering,Private,N/A,0*
Govt Degree College Peer Phullahi Chakwal,Chakwal,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science FA General Science,Public,N/A,0*
Govt College Of Commerce Shahpur Sadar Sargodha,Govt College Of Commerce Shahpur Sadar Sargodha,Dcom ICom,Public,N/A,0*
Dar-e-Arqam College of Commerce Narwala Road Faisalabad,Dar-e-Arqam College of Commerce 54-A Narwala Road Faisalabad,Dcom ICom,Public,N/A,1*
Govt College for Women Faisalabad,Govt College for Women D-Type Colony Faisalabad,FA FSc Pre Engineering FSc Pre Medical,Public,N/A,3*
Stars Educational Natwork Faisalabad,"667-B, Batyala Colony, Saleemi Chowk Safiana Road, Faisalabad",ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,N/A,0*
Stars Group of Colleges Rahim Yar Khan,Opposite to Govt post graduate college for women. Atta road. Canal Park Rahim Yar Khan.,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,N/A,0*
Govt Institute of Commerce Haroonabad Bahawalnagar,Govt Institute of Commerce Haroonabad Bahawalnagar,FA Icom DCom,Public,N/A,0*
Govt Degree College Farooka Sargodha,Govt Degree College Farooka Sargodha ,FA FA General Science FSc Pre Medical FSc Pre Engineering,Public,N/A,0*
General Nursing and Midwifery School Gujrat,General Nursing and Midwifery School Gujrat,FSc Pre Medical,N/A,N/A,0*
Superior College Ali Pur Chattha,Superior College Ali Pur Chattha,FSC Per Engineering FSC Per Medical FA ICOM ICS Computer Seiences,Private,N/A,0*
Stars Academy Mandi Bahauddin,"Ghega House Phalia Road Near Eiffel Town, Mandi Bahaudin.",ICS Computer Science FSc Pre Medical FSc Pre Engineering FA ICom,Private,N/A,0*
Govt Degree College Boys Dulle Wala Darya Khan Bhakkar,Govt Degree College Boys Dulle Wala Darya Khan Bhakkar,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Private,N/A,0*
"Fixon School of Art & Creative Techniques, Karachi","Mezzanine Floor, Plot No. 8-C, Street No. 1, Badar Comm. Area, Phase-V, (Ext), DHA, Karachi",FA,N/A,N/A,0*
Govt Degree College Bhera Sargodha,Govt Degree College Bhera Sargodha,FSc Pre Medical FSc Pre Engineering FSc General Science FA,Public,N/A,0*
Government Technical and Vocational Centre Women Kohat,OTS Road,FSc Pre Medical Fsc Pre Engineering ICom ICS FA,Public,N/A,0*
Govt Degree College Women Data Nagar Lahore,Govt Degree College Women Data Nagar Lahore,ICS Fsc Pre Engineering FSc Pre Medical ICom FA BA,Public,N/A,0*
Pakistan Aimed Education Colleges Faisalabad,N/A,FA FSc Pre Engineering FSc Pre Medical ICom ICS  Computer Science,Private,N/A,0*
Govt Institute of Commerce Minchinabad Bahawalnagar,Govt Institute of Commerce Minchinabad Bahawalnagar,Dcom Icom FA,Public,N/A,0*
Government Postgraduate Boys College Bagh,BAGH AZAD KASHMIR.,FSc Pre Engineering Fsc Pre Medical FA,Public,N/A,0*
Fazaia Intermediate College Islamabad,E-9 Islamabad,FSc Pre Medical Fsc Pre Engineering FA ICs Computer Science ICom,Private,N/A,3*
Govt Postgraduate College for Women Bagh Azad Kashmir,BAGH AZAD KASHMIR.,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,N/A,0*
RITE College Women Dargai Malakand,Dargai Malakand,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,N/A,0*
"Govt. Institute of Commerce (W), Sargodha","308-A Satellite Town A.Block Near Chungi No.09, Sargodha",Icom Dcom,N/A,N/A,0*
Stars Group of Colleges Layyah,Layyah,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,N/A,0*
Army Public School and College for Girls Rawalpindi Cantt,"Army Public School and College for Girls, Range Road, Westridge-III, Rawalpindi Cantt",ICS Fsc Pre Engineering FSc Pre Medical ICom FA,Private,N/A,2*
Little Oxford College of Commerce,"154/1, Bank Road, Rawalpindi Cantt, ",FA Icom ICS Computer Science Fsc Pre Engineering Fsc Pre Medical,Private,FBISE IslamabadUniversity of Gujrat,0*
Govt Institute of Commerce for Women Bahawalnagar,Govt Institute of Commerce for Women Bahawalnagar,Dcom FA ICom,Public,N/A,0*
Govt Degree College Women Chung Lahore,Govt Degree College Women Chung Lahore,FA FSc Pre Engineering FSc Pre Medical ICS ICom,Public,N/A,1*
Govt Girls Degree College Chagarmatti Peshawar,Govt Girls Degree College Chagarmatti Peshawar,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Public,N/A,0*
Govt Institute of Commerce For Women Gujrat,Gujrat,DCom,Public,N/A,0*
Government G N Degree College For Boys Nankana Sahib,Near DCO Complex Nankana Sahib,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science,Public,N/A,0*
Stars Group of Colleges Sargodha,"88-A, Satellite Town, Sargodha",ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,N/A,0*
PAF Degree College Kohat,"Ghazi Camp, Bannu Rd, Kohat",FSc Pre Engineering FSc Pre Medical FSc General Science,Private,N/A,0*
Govt College Women Hassanabdal District Attock,Govt College Women Hassanabdal District Attock,FA FSc Pre Engineering FSc Pre Medical,Public,N/A,0*
The QIMS Group of Schools & Colleges,Peshawar,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,N/A,0*
Govt Degree College Women Rakh Chabeel Lahoree,Govt Degree College Women Rakh Chabeel Lahoree,ICS Icom FA FA General Science FSc Pre Engineering FSc Pre Medical,Public,N/A,0*
Federal Kintaar College Rawalpindi Cantt,"Federal Kintaar College, Harley Street, Kalma Chowk, Rawalpindi Cantt",FA ICS FSc Pre Medical FSc Pre Engineering Icom,Private,N/A,0*
Government Degree College for Women Jandanwala District Bhakkar,Jandanwala District Bhakkar,FA FSc Pre Engineering FSc Pre Medical ICom ICS  Computer Science,Public,N/A,0*
RITE College Boys Dera Ismail Khan,Dera ismail khan,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,N/A,0*
Mohtarma Benazir Bhutto Higher Secondary School Lahore,Sadique Pura Data Nagar Badami Bagh Lahore,FSc Pre Engineering Fsc Pre Medical ICom ICS FA,Private,N/A,0*
RITE College Women Swabi,Swabi,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,N/A,0*
Universal College of English & Commerce Lahore,Main Road Near Govt. Islamia High School,Fsc Pre Engineering FSc Pre Medical ICS ICOM FA,N/A,N/A,0*
Rising Stars Model School and College Rawalpindi Cantt,"Rising Stars Model School and College, Dhoke Gujran, Misrial Road, Rawalpindi Cantt",FA ICS ICom FSc Pre Medical FSc Pre Engineering,Private,N/A,0*
Govt Institute of Commerce Jhang Road Faisalabad,Govt Institute of Commerce Jhang Road Faisalabad,Dcom ICom,Public,N/A,0*
Govt Institute of Commerce Hasilpur Bahawalpur,Govt Institute of Commerce Hasilpur Bahawalpur,Dcom Icom FA DBA DHO,Public,N/A,0*
"Govt. Institute of Commerce, Mandi Baha-ud-Din",Mandi Baha ud Din,Icom Dcom,N/A,N/A,0*
Stars Group of Colleges Shahdara,35-A GT Road Shahdara Lahore.,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,BISE Lahore Board & Punjab University Lahore,0*
Govt College of Commerce Ahmadpur Sharqia Bahawalpur,Govt College of Commerce Ahmadpur Sharqia Bahawalpur,Dcom FA ICom,Public,N/A,0*
"Ferzan School of Accountancy, Karachi",3FL- Gulshion Iqbal B-L5,ACCA,N/A,N/A,0*
Government College Boys Bhalwal,Gujrat road Bhalwal,FA FSc Pre Engineering FSc Pre Medical FSc General Science,Public,N/A,5*
Govt Degree College Muslim Bagh,BAGH AZAD KASHMIR.,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,N/A,0*
"Mithani College of Commerce & Economics, Karachi","C-14, Block 5, Gulshe-e-Iqbal, University Road",ACCA ICMA  PCIMA CMCA CPCA ACMA,N/A,N/A,0*
Govt Girls Degree College Surani Bannu,Surrani Bannu,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,N/A,0*
Fazaia Inter College Rawalpindi Cantt,"Fazaia Inter College, Jinnah Camp, Khanna Road, Rawalpindi Cantt",FSc General Science Fsc Pre Engineering FSc Pre Medical FA ICom ICS,Private,N/A,0*
Stems Peshawar,"Khyber Colony No 2, Tehkal Payan University Road, Peshawar",FA Fsc Pre-Medical FSc Pre-Engineering DCom FA General Science DAE Civil DAE Electrical,N/A,N/A,0*
Creative College For Girls Peshawar,"Near Shafique Saraey, Gulbarg No. 2, Peshawar Cantt.",FSc Pre Engineering Fsc Pre Medical FA ICs Computer Science FCS Computer Science,N/A,N/A,0*
Keys Inter College Rawalpindi,"88, Street No.7, Chaklala Scheme III, Rawalpindi, ",ICs Computer Science FSc General Science ICom FA FSc Pre Engineering FSc Pre Medical,Private,N/A,0*
Westbridge College Lahore,"215, 2nd Floor, Century Tower, Kalma Chowk, Gulberg III, Lahore",Fsc Pre Engineering FSc Pre Medical ICS ICOM FA,N/A,N/A,0*
The Knowledge School & College Islamabad,"The Knowledge School & College, Qadri Plaza,  Town, P.W.D, Islamabad",FA ICs Computer Science FSc Pre Medical ICom FSc Pre Engineering,Private,N/A,0*
The Jinnah School and College Islamabad,"The Jinnah School and College, House No.317, Street No.58, F-10/3, Islamabad",FA Fsc Pre Medical ICS Computer Science ICom FSc Pre Engineering,Private,N/A,0*
Fatima Public School and College Islamabad,"Fatima Public School and College, Jabba Khanna Dak (F.A), Islamabad",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Private,N/A,0*
Islamabad College of Science and Commerce Islamabad,"Islamabad College of Science and Commerce, Near Jhugi Stop, Main Murree Road, Bhara Kahu, Islamabad",FA FSc Pre Engineering FSc Pre Medical FA General Science ICS ICom,Private,N/A,0*
Dot Com College of Science and Technology Kohat,BNNU ROAD CHIKERKOT KOHAT CITY,FSc Pre Medical Fsc Pre Engineering ICom ICS FA,Private,N/A,0*
Jinnah Muslim School and College Islamabad,"Jinnah Muslim School and College, Park Road, Tramri Chowk, Tarlai (F.A), Islamabad",FA FSc Pre Engineering FSc Pre Medical ICS ICom FA General Science,Private,N/A,0*
"The Association of Chartered Certified Accountants, Islamabad","Office # 13, 1st Floor, Mohammadi Plaza, 1-C, Jinnah Avenue",ACCA,N/A,N/A,0*
Government Degree College Boys Jandanwala Bhakkar,Jandanwala Bhakkar,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Public,N/A,1*
Stars Group of Colleges Khanpur,Khanpur,ICs Computer Science FSc Pre Engineering FSc Pre Medical FA ICom,Private,N/A,5*
Government Degree College Ara Khel Kohat,"ARAKHEL,F.R. KOHAT",FSc Pre Medical FSc Pre Engineering ICS ICom FA,Public,N/A,0*
Govt College For Women Darya Khan Bhakkar,Govt College For Women Darya Khan Bhakkar,FA Fsc Pre Medical FSc Pre Engineering ICS FA General Science,Public,N/A,0*
Govt Degree College Mankera Bhakkar,Bhakkar,FA Fsc Pre Medical FSc Pre Engineering ICs Computer Science,Public,N/A,0*
Govt College For Women Sahianwala Faisalabad,"Govt College For Women 153/RB, Sahianwala Faisalabad",FA FA General Science ICS ICom FSc Pre Medical FSc Pre Engineering,Public,N/A,0*
Sir Syed College of Commerce And Management 162-University Road Sargodha,Sir Syed College of Commerce & Management 162-University Road Sargodha,ICom,Private,N/A,0*
Govt College For Women Khurrianwala Faisalabad,"Govt College For Women 266RB, Khurrianwala Faisalabad",FA FSc Pre Medical FSc Pre Engineering Computer Science FA General Science,Public,N/A,3*
RITE College Boys Ghoriwala Bannu,Ghoriwala Bannu,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,N/A,0*
Govt Degree Collage,"Lodhran Road, Jalalpur Peer Wala, Multan",FA Icom FSc Pre Medical FSc Pre Engineering,N/A,N/A,0*
RITE College Boys Karak,Karak,FA ICs Computer Science FSc Pre Medical ICom FSc Pre Engineering,Private,N/A,0*
Fazaia Intermediate College Kohat Cantt,Fazaia Intermediate College Kohat Cantt,FSc Pre Medical FSc Pre Engineering FSc General Science,Private,N/A,0*
RITE College Women Dera Ismail Khan,Dera Ismail Khan,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,N/A,0*
Govt Degree College for Boys Dhirkot Bagh,Dhirkot Bagh Azad Kashmir ,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,N/A,0*
Chanab School & College Islamabad,"Chanab School & College, 34-Nazim-ud-Din Road, F-8/4, Islamabad",SSC FA ICom FSc Pre Engineering FSc Pre Medical ICs Computer Science,Private,N/A,0*
Govt Institute of Commerce Pind Dadan Khan Jhelum,Govt Institute of Commerce Pind Dadan Khan Jhelum,DCom,Public,N/A,0*
The Hok School and College Rawalpindi Cantt,"The Hok School and College, 14 Bahar Colony, Chakri Road, Rawalpindi Cantt",FA FSc Pre Engineering ICS ICom FSc Pre Medical,Private,N/A,5*
Cadet College Humak Kahuta Road F.A Islamabad,"Cadet College Humak, Kahuta Road (F.A), Islamabad",FSc Pre Medical Fsc Pre Engineering ICs Computer Science FA,Private,N/A,3*
Govt Institute of Commerce Taunsa Sharif Dera Ghazi Khan,Govt Institute of Commerce Taunsa Sharif Dera Ghazi Khan,DCom,Public,N/A,0*
Pegasus Scu College Campus Peshawar,"Firdous Bus Stop, Near Gas Zone 4, CNG Station, GT Road, Peshawar.",FSc Pre Medical FSc Pre Engineering ICS Computer Science FA FCS Computer Science,N/A,N/A,0*
Nur Intermediate College,"18-Km, Raiwind Road, Lahore",FSc Pre Medical FSc Pre Engineering ICom FA ICS FA General Science,Private,N/A,0*
Spring Field College Bagh AJK,"Spring Field School & College By Pass Road, Bagh Azad Jammu & Kashmir",FSc Pre Engineering Fsc Pre Medical ICS ICom,Private,N/A,0*
Stars Group of Colleges Pattoki,"House #231, Faisal colony Pattoki.",ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,N/A,0*
Government Polytechnic Institute Badin,Seerani Road Badin,DAE Petroleum Technology,Public,N/A,0*
Govt Degree College Jhawarian Sargodha,Govt Degree College Jhawarian Sargodha,FA Icom FSc Pre Medical FSc Pre Engineering ICS Computer Science,Public,N/A,0*
Stars Group of Colleges Bhalwal,"Kainat School System, Al_Nawaz Valley, Ajnala Road, Bhalwal",ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,N/A,0*
Riphah International College Muslim Town Lahore,Riphah International College Muslim Town Lahore,Fsc Pre Engineering FSc Pre Medical ICS ICOM FA,Private,N/A,0*
Govt Institute of Commerce Chishtian Bahawalnagar,Govt Institute of Commerce Chishtian Bahawalnagar,Dcom FA ICom,Public,N/A,0*
Govt Inter College Boys Bahtar Fateh Jang Attock,Govt Inter College Boys Bahtar Fateh Jang Attock,FA Fsc Pre-Engineering FSc Pre-Medical ICS FA General Science,Public,University of punjab,0*
Metro College of Management Sciences & Information Technology Lahore,"42/1, Mian Peco Road, Near Govt. Employee Cooperative Housing Society Lahore",FA ICS ICOM,N/A,N/A,0*
Govt Institute of Commerce Hafizabad,Govt Institute of Commerce Hafizabad,DCom,Public,N/A,0*
Ghazali College for Women Islamabad,"Ghazali College for Women, Bahara Kau (F.A), Islamabad",FA FSc Pre Engineering Fsc Pre Medical ICS FA General Science ICom,Private,N/A,0*
